Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,momentum,daily_return,volatility
2025-03-17 00:00:00-04:00,4474.1298828125,4607.72998046875,4461.77001953125,4563.39013671875,284200,0.0,0.0,,,
2025-03-18 00:00:00-04:00,4559.6201171875,4565.41015625,4416.66015625,4471.509765625,286100,0.0,0.0,,-0.020134235369105524,
2025-03-19 00:00:00-04:00,4448.18994140625,4637.52978515625,4448.18994140625,4591.89013671875,278400,0.0,0.0,,0.026921638865508246,
2025-03-20 00:00:00-04:00,4569.02978515625,4652.68994140625,4547.259765625,4589.02978515625,239300,0.0,0.0,,-0.000622913762597932,
2025-03-21 00:00:00-04:00,4531.330078125,4645.10986328125,4457.330078125,4617.259765625,574400,0.0,0.0,,0.006151622846306992,
2025-03-24 00:00:00-04:00,4674.18017578125,4727.9599609375,4657.4501953125,4709.72021484375,232000,0.0,0.0,0.03206608984569903,0.020024961538249952,0.01844046249341879
2025-03-25 00:00:00-04:00,4722.68017578125,4794.58984375,4722.68017578125,4777.91015625,264900,0.0,0.0,0.0685228047538824,0.014478554626522033,0.010920951986048975
2025-03-26 00:00:00-04:00,4778.0,4782.0,4732.06005859375,4764.16015625,179300,0.0,0.0,0.037516145726942396,-0.002877827240433506,0.009760252881433354
2025-03-27 00:00:00-04:00,4740.0,4807.33984375,4613.97998046875,4752.7998046875,194000,0.0,0.0,0.035687286245337235,-0.0023845444296403118,0.01014776376938023
2025-03-28 00:00:00-04:00,4752.7998046875,4752.7998046875,4629.60009765625,4634.240234375,185400,0.0,0.0,0.0036776074147739646,-0.024945206022683575,0.0176292927856405
2025-03-31 00:00:00-04:00,4522.81005859375,4626.0400390625,4440.85986328125,4606.91015625,359400,0.0,0.0,-0.0218293346321764,-0.005897423686039405,0.014027640176245654
2025-04-01 00:00:00-04:00,4572.08984375,4693.97021484375,4529.740234375,4685.75,222000,0.0,0.0,-0.019288800591916733,0.017113388600175083,0.014931030185518666
2025-04-02 00:00:00-04:00,4624.43017578125,4729.60009765625,4624.43017578125,4689.2998046875,193400,0.0,0.0,-0.015713231526083837,0.0007575744944778862,0.015074882310943657
2025-04-03 00:00:00-04:00,4489.240234375,4523.759765625,4383.4599609375,4450.52978515625,394300,0.0,0.0,-0.06359830667244448,-0.05091805375561009,0.026109164208272206
2025-04-04 00:00:00-04:00,4322.22021484375,4513.25,4284.02001953125,4284.02001953125,508500,0.0,0.0,-0.07557230465653286,-0.03741347067945844,0.028082597839719954
2025-04-07 00:00:00-04:00,4170.080078125,4463.919921875,4107.41015625,4244.68017578125,558400,0.0,0.0,-0.07862753302825498,-0.00918292715035085,0.027845857296418725
2025-04-08 00:00:00-04:00,4375.009765625,4430.509765625,4129.580078125,4164.14990234375,350900,0.0,0.0,-0.11131624556501096,-0.018972047386980884,0.02096793889844532
2025-04-09 00:00:00-04:00,4126.18017578125,4653.81005859375,4096.22998046875,4616.31982421875,602600,0.0,0.0,-0.015563086923083502,0.1085863699624503,0.06366945510523817
2025-04-10 00:00:00-04:00,4525.60009765625,4558.85009765625,4373.83984375,4494.64013671875,423300,0.0,0.0,0.009911258589847094,-0.026358591287723998,0.05973755292826293
2025-04-11 00:00:00-04:00,4508.22021484375,4643.68017578125,4434.93994140625,4586.52978515625,305000,0.0,0.0,0.07061352753858041,0.02044427265418025,0.05531150230070613
2025-04-14 00:00:00-04:00,4701.7001953125,4701.7001953125,4547.419921875,4556.83984375,288100,0.0,0.0,0.07354138711081948,-0.006473290875017912,0.05502906594527253
2025-04-15 00:00:00-04:00,4599.990234375,4617.509765625,4524.08984375,4612.43994140625,215700,0.0,0.0,0.10765463529787533,0.0122014596875748,0.05182760106490177
2025-04-16 00:00:00-04:00,4573.85009765625,4627.759765625,4491.77001953125,4540.83984375,248800,0.0,0.0,-0.016350682652609305,-0.015523258528201134,0.019333501916937536
2025-04-17 00:00:00-04:00,4586.580078125,4599.259765625,4527.02490234375,4576.14013671875,106974,0.0,0.0,0.018132708630929084,0.0077739568413401905,0.01451095226073384
